3.76108	-15.9971
1.96628	-6.36499
8.28065	1.01312
-0.434171	-0.994747
-1.75685	-4.47444
3.06251	2.15877
1.74556	-0.332527
-5.0992	-4.58757
-1.92083	-3.57456
2.21025	-2.94882
0.828975	1.21854
2.80644	-3.34688
3.77536	-3.01765
3.58793	-3.51512
4.72178	0.927216
2.98406	-3.56018
1.47458	-3.94125
4.1095	-4.74802
2.3413	0.713538
6.47435	-2.05227
7.40212	-4.17672
-5.61469	-14.3787
-10.0008	-12.8281
-15.2229	-15.7027
-8.3985	-22.2887
-8.55976	-17.7879
-10.0468	-20.3013
-9.7099	-20.0894
-7.23825	-19.553
-7.07856	-17.7397
-5.42617	-20.7236
0.483315	-15.2397
1.12158	-11.9757
0.00029179	-9.90853
0.91864	-12.3849
1.49637	-14.1419
1.44184	-13.5255
2.89876	-14.3287
4.23264	-12.3528
4.43844	-14.3233
6.02614	-15.0862
7.84196	-15.8957
5.54904	-12.9632
7.65448	-15.4462
7.71425	-15.4515
9.31408	-15.989
9.42449	-17.2679
8.46091	-18.9469
5.51597	-10.2617
2.9371	-8.34956
1.43989	-18.7824
2.58003	-21.3252
2.06132	-23.7303
0.521238	-23.4473
3.305	-24.364
1.24281	-28.8739
2.07399	-28.4496
0.998018	-24.6895
-2.10473	-27.141
-0.330458	-28.2432
-1.86422	-25.3913
-0.738095	-25.241
-2.31094	-18.1886
3.66769	-16.7692
2.41767	-23.813
0.718018	-23.3777
1.95823	-30.6769
-0.698877	-27.8381
-2.71795	-25.7249
-2.76302	-23.4041
-2.16654	-23.2148
-4.00396	-25.4925
-3.67514	-25.2021
-0.22562	-20.3382
-2.04382	-23.7821
-0.353388	-25.7832
3.28618	-27.0746
7.58494	-25.4995
0.949401	-14.6126
0.639002	-15.1356
-0.462178	-16.2323
1.65441	-18.3606
-0.688157	-19.8051
0.502221	-20.7047
0.759247	-22.7456
0.031379	-22.4192
2.10264	-21.3796
3.44171	-23.7704
3.08429	-21.1304
3.57858	-17.6377
2.55306	-8.60706
1.41205	-13.7021
0.800207	-16.9365
-0.690258	-12.3787
-2.32874	-15.1507
-2.3239	-14.4727
-0.109268	-14.0105
2.36823	-12.08
2.36579	-13.347
-1.41179	-21.0804
-3.43661	-18.1407
-1.08842	-16.7448
-7.55026	-6.897
-4.78865	-10.1052
-7.28006	-12.5416
-6.03307	-5.61731
-1.82664	-16.7176
-2.45138	-16.8085
-2.32646	-15.5143
-3.12224	-17.8132
-3.278	-17.6058
-3.82816	-21.0684
-5.33614	-18.4542
-4.54178	-16.2498
-4.07741	-22.8315
-2.49512	-23.7919
-1.76785	-23.8121
-0.259417	-24.5063
2.62716	-16.0524
0.739411	-21.2261
-3.8354	-18.5989
-1.90949	-13.8204
-2.71865	-13.7032
-4.46329	-13.7365
-5.5651	-11.0433
-4.52804	-10.459
-4.68173	-5.22354
-0.0912352	-7.41861
2.83097	-8.98612
1.7115	-0.895461
-1.6439	-0.312358
-3.62192	-5.28433
-10.1935	-4.66251
-9.52325	-3.27238
2.98194	-5.7182
2.02811	-6.66617
-2.88156	-10.1907
2.24913	-5.9832
1.96374	-6.09
5.73447	-6.24822
3.16462	-16.0329
4.99211	-15.6393
3.57188	-17.7098
2.15727	-13.6725
-2.28029	-12.0459
-1.06657	-17.4366
-0.57485	-15.5603
1.3305	-18.3657
3.28914	-18.9163
